Index,Cathode,O,N,B,S,P,SSA,PV,mic/mes,ID/IG,Elyte,Current collector,Active mass loading,PW,CD,Cs
581,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.3,111.6
582,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.5,105.1
583,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,1,102
584,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,3,96.6
585,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,5,92.4
586,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,8,90
587,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,10,88.5
588,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,20,79.9
589,SSNCR-700,2.75,0.95,0,0,0,1687.1,1.75,0.101,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,30,72.4
590,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.3,125.3
591,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.5,117.3
592,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,1,115.3
593,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,3,105.9
594,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,5,99.8
595,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,8,97.5
596,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,10,94.5
597,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,20,88.9
598,SSNCR-800,1.91,2.99,0,0,0,2330.9,2.756,0.105,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,30,83.1
599,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.3,107.6
600,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,0.5,103
601,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,1,99.7
602,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,3,91.6
603,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,5,88.7
604,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,8,82.4
605,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,10,79.6
606,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,20,71.9
607,SSNCR-900,1.9,1.3,0,0,0,1317.4,1.384,0.126,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1,1.6,30,63.1
608,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,0.5,101.2
609,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,1,92.4
610,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,2,84.3
611,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,3,79.8
612,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,4,77.2
613,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,5,75.8
614,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,10,68.2
615,LK,9.92,0,0,0,0,1667.3,1.23,1.14,1.1,2M ZnSO4,stainless-steel mesh,,1.6,20,61
616,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,0.5,113.3
617,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,1,104.9
618,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,2,97.5
619,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,3,93.4
620,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,4,89.9
621,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,5,87
622,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,10,78.5
623,LKS,9.53,0,0,2.59,0,1886.8,1.23,1.278,1.13,2M ZnSO4,stainless-steel mesh,,1.6,20,66
624,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,0.5,114.1
625,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,1,103.4
626,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,2,94.5
627,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,3,90
628,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,4,86.4
629,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,5,84
630,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,10,74.4
631,LKN,9.44,0.8,0,0,0,2295.3,1.63,1.264,1.18,2M ZnSO4,stainless-steel mesh,,1.6,20,62.2
632,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,0.5,135
633,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,1,120.8
634,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,2,106
635,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,3,100.5
636,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,4,97.1
637,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,5,95
638,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,10,88.8
639,LKNS,9.05,1.32,0,1.67,0,2773,1.91,1.358,1.19,2M ZnSO4,stainless-steel mesh,,1.6,20,81.6
640,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,122.4
641,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,92.4
642,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,79.7
643,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1,72.7
644,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2,68.4
645,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5,61.1
646,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10,55.7
647,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20,49.1
648,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40,43.7
649,MCHCNF,9.71,5.41,0,0,0,670,0.72,3.071,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50,42.2
650,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,153.4
651,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,117.6
652,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,101.3
653,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1,93.9
654,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2,90.1
655,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5,83.1
656,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10,77.7
657,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20,72.3
658,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40,66.9
659,MCHCNF-1,7.21,3.67,0,0,0,1777,1.56,2.308,2,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50,64.2
660,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,191.4
661,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,167.7
662,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,149.1
663,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1,138.4
664,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2,130.8
665,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5,123.6
666,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10,116.7
667,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20,113.8
668,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40,105.6
669,MCHCNF-2,8.35,2.41,0,0,0,2511,2.17,1.173,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50,99.9
670,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,158.6
671,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,127.2
672,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,112.1
673,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1,104
674,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2,99.3
675,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5,91.6
676,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10,86.2
677,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20,81.6
678,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40,76.1
679,MCHCNF-3,6.98,2.3,0,0,0,2353,2.14,0.779,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50,73.9
680,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,0.1,189.4
681,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,0.2,155
682,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,0.5,136.6
683,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,1,126.1
684,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,2,117.1
685,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,3,112.5
686,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,4,109.3
687,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,5,106.7
688,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,7,103.6
689,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,10,100
690,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,14,97.2
691,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,20,94.2
692,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,50,84.2
693,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,70,66.9
694,BFCA-a,15.55,2.61,0,0,0,3139.2,1.74,1.26,1.02,2M ZnSO4,graphite paper,1,1.6,100,59.4
695,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,0.1,225.3
696,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,0.2,196.8
697,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,0.5,174.3
698,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,1,161.1
699,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,2,150.8
700,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,3,144.4
701,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,4,141.2
702,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,5,138.6
703,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,7,134
704,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,10,129.3
705,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,14,124.5
706,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,20,118.7
707,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,50,103
708,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,70,88.8
709,BFCA,12.89,3.05,0,0,0,3224.9,1.93,0.93,0.94,2M ZnSO4,graphite paper,1,1.6,100,73.8
710,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,0.1,193
711,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,0.2,160.1
712,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,0.5,141.2
713,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,1,129.3
714,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,2,120.9
715,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,3,116.7
716,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,4,112.9
717,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,5,110.9
718,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,7,108.3
719,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,10,104.5
720,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,14,102
721,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,20,99.4
722,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,50,91
723,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,70,79.4
724,BFCA-b,10.45,2.44,0,0,0,2993.2,1.71,1.138,0.91,2M ZnSO4,graphite paper,1,1.6,100,70.2
725,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.1,189.3
726,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.2,160.1
727,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.5,133.8
728,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,1,123.8
729,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,2,116.1
730,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,5,106.5
731,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,10,101.1
732,NPCN,6.2,1.6,0,0,0,2691.3,1.77,0.487,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,20,96.7
733,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,0.5,89.3
734,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,1,80.4
735,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,2,76.4
736,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,5,71.1
737,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,10,65.8
738,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,20,58.2
739,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,50,44.9
740,ORC-700,8.2,0,0,0,0,1500,0.78,2.25,1.01,1M ZnSO4,stainless-steel mesh,2,1.6,100,18.2
741,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,0.5,81.8
742,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,1,76
743,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,2,67.1
744,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,5,62.2
745,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,10,56.4
746,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,20,50.7
747,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,50,40.9
748,ORC-800,6.3,0,0,0,0,1886,0.93,2.444,1.04,1M ZnSO4,stainless-steel mesh,2,1.6,100,28.4
749,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,0.5,136.9
750,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,1,113.3
751,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,2,102.2
752,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,5,92.4
753,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,10,85.8
754,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,20,79.1
755,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,50,72
756,ORC-900,6.8,0,0,0,0,1410,0.77,1.75,1.09,1M ZnSO4,stainless-steel mesh,2,1.6,100,61.8
757,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,0.5,73.3
758,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,1,64.4
759,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,2,59.1
760,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,5,54.7
761,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,10,51.6
762,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,20,45.3
763,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,50,41.8
764,ORC-1000,4.3,0,0,0,0,1655,0.81,2.522,1.05,1M ZnSO4,stainless-steel mesh,2,1.6,100,31.6
765,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,0.5,194
766,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,1,172
767,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,2,152
768,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,4,138
769,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,6,129
770,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,8,123
771,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,10,119
772,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,15,113
773,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,20,108
774,3DPC,11.54,0,0,0.47,0,2813,1.82,1.755,1.01,2M ZnSO4,carbon cloth,1.5,1.6,30,102
775,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,0.5,127.5
776,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,1,117.1
777,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,2,106.8
778,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,5,87.8
779,NHPC,6.15,13.57,0,0,0,1274.8,0.551,2.51,1.97,2M ZnSO4,stainless-steel mesh,1,1.6,10,67.9
